video_id,gt_VCL,pred_VCL,VCL_error,gt_VSL,pred_VSL,VSL_error,gt_VAP,pred_VAP,VAP_error
DG121196 (1),0.6695,0.6694178986895047,8.210131049524172e-05,0.2,0.6006622643393179,0.4006622643393179,0.1724,0.6207125314451682,0.44831253144516825
DG121196 (1),1.0866,1.0781886402450964,0.008411359754903591,0.6402,1.0208914635911466,0.3806914635911466,0.3645,0.9427205611282012,0.5782205611282012
DG121196 (1),1.1572,1.1129819214112227,0.044218078588777354,0.9699,1.0469522296232239,0.07705222962322389,0.7758,1.0745490713185524,0.29874907131855233
DG121196 (1),1.7009,1.6902305583197172,0.010669441680282832,0.6305,1.6902305583197172,1.0597305583197172,0.5284,1.6902305583197172,1.1618305583197173
DG121196 (1),0.7347,0.7323562431446046,0.0023437568553954513,0.5805,0.7319520419500792,0.15145204195007922,0.4231,0.3659812993094212,0.05711870069057878
DG121196 (1),1.209,1.1787073906160448,0.030292609383955282,1.0495,1.1726155067779511,0.12311550677795102,0.531,1.1014390633625146,0.5704390633625146
DG121196 (1),2.579,2.8143220191279577,0.23532201912795747,2.579,2.8125027126723037,0.2335027126723035,2.579,2.545574932658095,0.0334250673419052
DG121196 (1),0.9566,0.9548007797212283,0.0017992202787716627,0.9566,0.9533669852260465,0.0032330147739535464,0.9566,0.8393533857218134,0.11724661427818661
DG121196 (1),1.8764,1.0100780384264452,0.8663219615735549,1.4983,1.0100780384264452,0.4882219615735548,0.7689,1.0100780384264452,0.24117803842644514
DG121196 (1),1.3853,0.998038292935795,0.38726170706420493,0.2258,0.9762951022801004,0.7504951022801004,0.2309,0.5101575764865874,0.27925757648658744
DG121196 (1),1.9658,1.9344518323406095,0.031348167659390525,1.9658,1.9314445321120364,0.03435546788796362,1.9658,1.4836891940112644,0.48211080598873557
DG121196 (1),1.2629,0.9285259478441299,0.33437405215587,1.1522,0.9122375049940851,0.23996249500591482,0.579,0.8886224766741385,0.30962247667413856
DG121196 (1),0.8948,0.8938126176864308,0.0009873823135692072,0.8948,0.8702525366461524,0.02454746335384761,0.8948,0.812957193321264,0.081842806678736
DG121196 (1),1.0901,1.0764477320380277,0.013652267961972386,1.0901,1.0764256406136232,0.013674359386376844,1.0901,0.5382131511081719,0.5518868488918282
DG121196 (1),1.1456,1.0405487805261016,0.1050512194738984,1.1455,1.0396522768091176,0.10584772319088231,0.5727,0.5198454125099122,0.05285458749008776
DG121196 (1),1.0514,1.0273239261558635,0.024076073844136348,1.0343,0.9231847807588279,0.11111521924117207,0.5181,0.45332073001256273,0.06477926998743727
